,keypoint_coords,keypoint_scores
555,"[[66.9898847535599, 396.95167066948267], [40.456593624381135, 434.83229641709033], [30.17910296417946, 398.77661600067285], [44.0168378075888, 433.5035289417614], [50.39790765629258, 367.42676949386964], [160.72457051831623, 486.14494469747586], [125.88300997711892, 341.3960755270634], [320.0767203042674, 519.3881941069826], [293.3819859748663, 288.15284948029586], [411.71873608300854, 532.6995820405951], [415.8374894940576, 283.2982463927931], [425.7969890139824, 479.87668416146454], [427.84822151827257, 353.133790230637], [624.083234864612, 468.7861348567397], [609.1175840510879, 358.2335082423744], [779.9464250608933, 499.0490802965666], [761.2299798477528, 370.29387989683016]]","[0.9285902976989746, 0.898161768913269, 0.9513203501701355, 0.48983606696128845, 0.5947534441947937, 0.9960095882415771, 0.23490041494369507, 0.931042492389679, 0.9849675297737122, 0.9566149711608887, 0.9406297206878662, 0.9959729909896851, 0.9431111812591553, 0.9920130968093872, 0.9766542911529541, 0.8899301886558533, 0.7923229932785034]"
556,"[[47.71689392799555, 410.65635279605266], [19.705464917559958, 446.56994687313096], [25.333466995594115, 400.7569673529082], [38.53623128491779, 442.54696494654604], [47.91394517588061, 370.8232912492524], [154.66780427444814, 485.1945046602824], [171.48372800960098, 313.07770213441984], [298.1156753939252, 533.4955739290521], [331.19625712549964, 277.04172526820423], [413.5553762857304, 541.8455279044557], [428.5366427233053, 285.21998647297397], [430.8435526781304, 488.367761675821], [431.72245717603107, 365.60612874738337], [638.9671775463016, 486.8685518839713], [614.0675687789917, 363.03958582535887], [780.8497574384822, 504.9846828040894], [766.0402297973633, 372.84739225104664]]","[0.9507933259010315, 0.9601656198501587, 0.9661238193511963, 0.49096399545669556, 0.6253491640090942, 0.5971517562866211, 0.9350870847702026, 0.9864383935928345, 0.7517976760864258, 0.9538158178329468, 0.9409881830215454, 0.9960925579071045, 0.9893245100975037, 0.42005741596221924, 0.9704878330230713, 0.8858940005302429, 0.8021211624145508]"
557,"[[45.709023941394896, 420.10605515475476], [17.743167500163235, 466.81595651726974], [24.662896267203397, 418.39134982898474], [34.38151709977971, 447.0111113187799], [47.057991515758424, 387.1078177274129], [146.32295209308003, 485.3183348441238], [168.01616269488667, 318.8811116925837], [286.9230029527531, 534.2748556182715], [305.36615762045216, 280.8174680864982], [409.07840950544494, 555.1145679528634], [407.0542196229447, 290.74909739517136], [420.90730790759244, 490.2429587533029], [424.51661511631903, 367.25783352646533], [619.631804532783, 474.76321863785887], [605.4760490240053, 366.936858692808], [782.9328022446743, 510.3111376602684], [761.1950473341831, 371.2189100347638]]","[0.9523093700408936, 0.9483523368835449, 0.9648696184158325, 0.41493934392929077, 0.6642049551010132, 0.64130038022995, 0.9482819437980652, 0.981824517250061, 0.8626610636711121, 0.8799684047698975, 0.9602642059326172, 0.9972175359725952, 0.9912016987800598, 0.8969190120697021, 0.9705605506896973, 0.8924430012702942, 0.7874819040298462]"
558,"[[76.53003861183345, 419.5358641409988], [37.83574809584507, 454.30937406549043], [31.8632645717887, 414.70862867729517], [42.246689685555395, 450.8755916613711], [58.02417107515557, 394.954859537371], [170.4449234895928, 510.1267384798333], [134.28715799021168, 362.55911649129035], [310.21408631080806, 530.6472705311752], [291.83950701425243, 303.15725810219794], [390.8870511165885, 547.5043162660736], [431.97760435592295, 295.06803247917213], [428.98229760347414, 493.53423050145784], [424.34305767264476, 367.72410707610646], [618.4104688112126, 476.67231655577154], [615.1837621067846, 370.27083255457535], [788.8163798132608, 498.78651596142345], [764.6654848497967, 367.1690492766896]]","[0.9712753295898438, 0.8898682594299316, 0.9613128900527954, 0.4469771087169647, 0.6938949823379517, 0.9813006520271301, 0.2714248597621918, 0.9295670986175537, 0.9796286225318909, 0.9515568614006042, 0.8952934145927429, 0.9969138503074646, 0.9165186882019043, 0.9243900775909424, 0.9695104360580444, 0.8888974189758301, 0.8061186075210571]"
559,"[[72.55062946053438, 420.6102347488038], [35.35052587819654, 457.14221132999404], [32.66178051261015, 429.8237982206938], [39.2541964774908, 453.15908623654303], [56.42319621596226, 401.5143734872626], [170.85683866988782, 523.062268124813], [134.30458015619323, 366.0505260120739], [308.4004426113395, 537.6364500784988], [291.4015546399494, 303.0372991972563], [397.86698745017827, 554.5555355674342], [428.35103500721067, 300.301910838442], [430.1163394395695, 493.99737782455514], [424.06377550197203, 369.99869168660285], [623.7549607254738, 488.4581176173744], [610.8439295347347, 374.4359417052931], [785.1701333689135, 506.982819041567], [762.6086740715559, 371.1821312425239]]","[0.9700027704238892, 0.8992335796356201, 0.9649189710617065, 0.49288278818130493, 0.6878005862236023, 0.98091059923172, 0.3347371220588684, 0.9429848194122314, 0.9822160601615906, 0.9599711894989014, 0.9107966423034668, 0.9974050521850586, 0.923995852470398, 0.94780433177948, 0.9714953899383545, 0.8794528245925903, 0.7994038462638855]"
560,"[[69.63411730389262, 430.3521348871112], [31.544179428455443, 463.68765653035285], [34.14942941000295, 435.574279493122], [40.03412184604379, 459.9546237197219], [58.25230948869572, 408.30630361748655], [170.4309907957565, 525.7664263419557], [134.83442563788836, 377.7284846693705], [306.7774538439374, 540.6671522222638], [289.5301362414693, 304.10018993907], [406.84767153096755, 565.1085797907633], [426.4493356749069, 298.90580063231255], [420.7743166601935, 493.47150884746935], [418.58119601427126, 372.4570592852871], [618.1435352148012, 491.1635169800389], [609.6568240232247, 378.28013442920155], [786.6084698521814, 500.9569545910119], [762.5158692293389, 371.54680023923447]]","[0.9768396019935608, 0.8905606269836426, 0.9661454558372498, 0.48337528109550476, 0.698023796081543, 0.9786837100982666, 0.42504340410232544, 0.9335578680038452, 0.9815597534179688, 0.968781590461731, 0.9023260474205017, 0.9968520402908325, 0.9056420922279358, 0.9509892463684082, 0.9682489633560181, 0.8429899215698242, 0.7956238389015198]"
561,"[[73.3384061414142, 443.24059883373207], [22.41138680036678, 461.6727838105562], [24.8861531989519, 415.15452699798146], [45.08837345034577, 472.96390953246487], [59.66123740617619, 414.31401156922846], [173.55510135029638, 532.7405690462396], [143.3200912475586, 342.61003850179424], [312.8685857196187, 546.2220727655877], [285.36838327452193, 312.77320825312125], [416.7390011576719, 572.1587755121112], [416.3626952060433, 294.90846789054325], [426.859337235606, 489.8384767400021], [428.72988405338555, 383.076984460274], [638.7726217591486, 493.42803224992525], [618.2313577962476, 372.3221263246673], [790.5066637438397, 505.9690981048146], [767.7261928292208, 367.7880333713367]]","[0.9798134565353394, 0.949201762676239, 0.9284629821777344, 0.550738513469696, 0.7105639576911926, 0.9793040752410889, 0.27030420303344727, 0.8959618806838989, 0.9735536575317383, 0.9648146033287048, 0.9080625772476196, 0.9961537718772888, 0.9911512136459351, 0.9527027606964111, 0.9905714988708496, 0.8666021823883057, 0.8164302110671997]"
562,"[[72.68527017637741, 460.3149647689892], [30.444838235544605, 466.55094712544854], [33.40129036127135, 424.3556848553379], [52.3809608193331, 488.5736731022739], [68.5191931613656, 421.40551407371413], [150.88898308332577, 509.50058640475476], [178.72203645040824, 360.76201954526766], [295.6395358817522, 564.2838298304799], [295.57512709151865, 302.32188539641896], [424.1835245490074, 583.4864839982758], [416.8420756140421, 301.3048527913801], [428.7434026086053, 496.21862530137935], [429.98511339897334, 392.0670043452505], [632.8115200594415, 497.2871771269438], [609.4993663166845, 377.62569591759495], [791.4628546958746, 507.76427346553527], [765.131751393163, 374.4582122364683]]","[0.979691743850708, 0.9498845934867859, 0.9494357705116272, 0.554972767829895, 0.6824074983596802, 0.5710753202438354, 0.9953906536102295, 0.9841350317001343, 0.8542135953903198, 0.9652201533317566, 0.9115696549415588, 0.995086669921875, 0.9910799264907837, 0.9599418044090271, 0.9895322322845459, 0.8733092546463013, 0.7889801859855652]"
563,"[[74.79201693867529, 470.17927397951553], [30.219087024067726, 469.12548594497605], [34.538593735805776, 430.10780736019734], [52.472738975702335, 492.1884655382074], [69.81677290450695, 424.9784420323714], [143.98045810433322, 510.964644582648], [174.61816526013752, 370.9765420576032], [284.3269049622292, 569.1983893727572], [288.20015290726064, 306.74046274577603], [429.51683363803596, 585.7505099282881], [419.8208880757177, 308.5942888031736], [419.6963106920553, 496.9462154698714], [420.96521468217986, 398.5415291672118], [632.1373890971029, 493.0080986935556], [605.9391914190248, 380.046538576555], [785.3080242068269, 507.17999472002094], [781.3896682206974, 381.9617808948864]]","[0.9763842225074768, 0.9338425397872925, 0.955093502998352, 0.5857191681861877, 0.7329223155975342, 0.6352261304855347, 0.9955769777297974, 0.9777630567550659, 0.8589850664138794, 0.93365079164505, 0.8858092427253723, 0.994418740272522, 0.991733193397522, 0.9539134502410889, 0.9885077476501465, 0.861470103263855, 0.8614306449890137]"
564,"[[72.25708548967229, 477.6679196882476], [23.783845324848976, 473.92982446405875], [28.264415740966797, 435.6300229889354], [51.80369882805403, 501.5362242192173], [65.74745630663494, 429.9150501598011], [145.47203738190407, 517.5420354085676], [171.51976279325265, 373.3761932519064], [281.0435982637627, 575.229810504822], [295.37532016842863, 312.4648580596778], [428.75470520729243, 594.5631788335919], [436.2479750167492, 318.45284639933465], [422.12626188924145, 504.02868973581417], [424.1809318523074, 404.8186554977198], [636.3488198019737, 494.7662324312201], [607.0039181820182, 385.0084741035717], [787.3554940334586, 501.4611152028353], [781.6119236613429, 383.5221213016784]]","[0.9671919345855713, 0.9144023656845093, 0.9570765495300293, 0.5713451504707336, 0.7146238088607788, 0.583331823348999, 0.9957836866378784, 0.9793255925178528, 0.8587073087692261, 0.9313802719116211, 0.8686959743499756, 0.9936209917068481, 0.9917646646499634, 0.9598236083984375, 0.9898067116737366, 0.8639246821403503, 0.8829667568206787]"
565,"[[74.42271866909293, 478.98981851824163], [27.890985533248546, 475.83541213040144], [33.57744571774505, 439.67503597861844], [53.432076121485515, 503.5912049215946], [68.20971351446107, 431.4058557537754], [145.3497042988622, 518.2950515382028], [169.1039552466814, 384.8914304304351], [270.9093775194745, 576.0849276455966], [296.1958122253418, 317.66888924192585], [414.1614114628282, 600.7038229618346], [418.7768430488054, 327.09447249271085], [414.1758826943331, 506.5578654166044], [414.8257189351459, 407.2592907773251], [622.9275054709856, 493.4596887615879], [591.9723870477011, 391.68942821082885], [774.7553943367892, 509.1485770923669], [746.2591436408287, 367.46856981487366]]","[0.9695001244544983, 0.9248067140579224, 0.9645460247993469, 0.5712052583694458, 0.7004404664039612, 0.5994111895561218, 0.9966576099395752, 0.975781261920929, 0.905774712562561, 0.9538171291351318, 0.9145341515541077, 0.9936802387237549, 0.9917201399803162, 0.9550199508666992, 0.9861100912094116, 0.8686264157295227, 0.8851595520973206]"
566,"[[69.37608532572902, 485.0625245308762], [30.70763202046239, 486.2975344133149], [34.25604097233262, 449.40060556220095], [50.22174285178961, 511.17530494215384], [66.45551681518555, 437.4351099917763], [138.3864941264308, 524.2337897633822], [167.51590214219203, 383.27626205517345], [271.7645910839702, 576.8920321669875], [286.57430453633157, 312.85286789305474], [417.1034144024516, 598.9836821487646], [418.5036060421966, 321.4334705115505], [410.6880812755851, 505.91343929893094], [410.7742126597915, 408.59181381298595], [613.4788935683495, 491.2275133634868], [586.9512192925741, 392.8503212632175], [769.7898250845976, 501.4326411343077], [744.1315710600032, 379.62312835255307]]","[0.9462220668792725, 0.9329081773757935, 0.9715273976325989, 0.5372152328491211, 0.7318463921546936, 0.5940062403678894, 0.9967019557952881, 0.9712159633636475, 0.919856071472168, 0.948594331741333, 0.9206891655921936, 0.9925362467765808, 0.991340160369873, 0.9530857801437378, 0.9860961437225342, 0.8780704140663147, 0.9047278165817261]"
567,"[[70.67889297840208, 486.69424248654303], [31.015549593193587, 487.8158392290179], [34.195019300593884, 450.68821957236844], [51.59878996915596, 508.9751569392008], [66.22368107285611, 438.93868332274224], [140.11329154081122, 522.6569508821771], [166.9421044283135, 385.39311313172846], [270.7632196559463, 576.0421139657783], [293.9610068742619, 314.6473306902288], [417.4902356169945, 598.316725589442], [412.6025937102562, 315.8482849997196], [410.17935135198195, 505.7894006756504], [410.0553420310797, 408.5303362248617], [611.167464699856, 492.4680631354665], [584.4092238670172, 392.5001977619372], [745.2847797981528, 475.2112415076443], [746.9414842516877, 378.5641494093899]]","[0.9440135955810547, 0.9219903349876404, 0.969014585018158, 0.5456988215446472, 0.7477596402168274, 0.6069507002830505, 0.9964665770530701, 0.9735060930252075, 0.9218357801437378, 0.9497294425964355, 0.9299724102020264, 0.9930700063705444, 0.990180253982544, 0.9468928575515747, 0.9822551012039185, 0.927058219909668, 0.9152116775512695]"
568,"[[69.81008999846702, 487.35869047174043], [34.46561085900595, 492.7253933044141], [37.03920364379883, 457.8274696751645], [52.94718436307686, 514.4521612870066], [66.82398995687795, 443.4888454601525], [137.69793435030206, 526.5342048024447], [170.73185698930607, 389.4921641372608], [272.2074832029121, 577.1139314642363], [296.62760605922966, 314.9282413464414], [414.1656819720601, 601.0038633209666], [423.9324436631314, 320.20883076498956], [417.34440567881563, 508.29865086021607], [416.1544712698737, 411.1698132382626], [612.7966907412507, 486.3904567882775], [582.7132459241291, 393.6820549485786], [748.4177112690238, 467.2864295192883], [746.5864147141923, 380.5489623147335]]","[0.9194424152374268, 0.9190202951431274, 0.9704853296279907, 0.5318670868873596, 0.7678787708282471, 0.5596190690994263, 0.996597170829773, 0.9748619198799133, 0.9221817255020142, 0.9494621157646179, 0.9096296429634094, 0.9927158355712891, 0.9898239970207214, 0.9313955307006836, 0.9837398529052734, 0.9274811744689941, 0.9166761636734009]"
569,"[[69.25566074460052, 486.55865682939594], [35.071059470952946, 489.8490436909872], [36.38367417801258, 454.3104137073864], [52.6294502879298, 516.1034572181519], [67.04868928776231, 441.72724819639654], [139.21352421960165, 527.5208220413427], [170.73779035169025, 385.81607216282896], [276.30939865112305, 582.906486839769], [299.63605383939523, 303.8692930668735], [418.6304552832315, 600.2898921692771], [424.4748739198197, 317.32701351768094], [415.3783758961877, 509.78996167342626], [414.54679657692134, 413.55613306949016], [614.9337735508764, 491.3709664230712], [582.0327988558038, 403.92988506116365], [764.2721381963686, 498.59384053061456], [739.8544079427456, 393.6371424551786]]","[0.9255656003952026, 0.9152265787124634, 0.9679720401763916, 0.5367907285690308, 0.773833155632019, 0.5514025688171387, 0.9965358972549438, 0.9727388620376587, 0.9214258193969727, 0.9437642097473145, 0.9101262092590332, 0.9929883480072021, 0.9898600578308105, 0.9382655620574951, 0.9792349338531494, 0.8287804126739502, 0.9233428835868835]"
570,"[[67.06005211763603, 491.93234384345095], [36.23112629735193, 498.7688500801342], [35.49787104407022, 465.750335255308], [49.95272596492324, 523.1879392194976], [55.171395323997324, 421.18770325583137], [138.79975092688272, 531.1243639494244], [167.9110187264376, 387.47265683406846], [286.50705031461496, 584.9982529051566], [295.46241840096405, 305.0695596357282], [421.68341587865075, 600.3569928767008], [415.9354427248933, 317.6981744355562], [418.7729130622953, 514.7146942284689], [420.30906085912574, 413.70453610944975], [615.5515360943107, 495.7557086853319], [580.9764273000318, 408.1216664291455], [761.3168702236442, 486.2385380211059], [747.2173934759096, 428.4023858029306]]","[0.9002363681793213, 0.911185085773468, 0.9677169919013977, 0.5218843817710876, 0.7325778603553772, 0.5181399583816528, 0.9965824484825134, 0.9761650562286377, 0.9313621520996094, 0.9341527819633484, 0.9325970411300659, 0.9918962717056274, 0.9890477657318115, 0.940673828125, 0.9760287404060364, 0.7985419034957886, 0.7851201295852661]"
571,"[[69.61454098723655, 494.61758700284093], [37.570762368135675, 505.56178042763156], [37.967692974001864, 473.59941254392197], [48.090434362722, 527.1733246579695], [58.42997652985329, 423.0276241028708], [167.98835399538973, 562.8599088385915], [168.8622620604759, 388.64756899016896], [328.83751252640127, 576.3444117495889], [296.8199049483898, 302.16431832199464], [397.94254648962686, 599.6750936553809], [415.82958070621936, 311.95771723843075], [410.8438651062722, 515.4230408006878], [416.76875930054246, 415.3388035240356], [610.5870754108872, 488.01951723235646], [578.445325452228, 408.69591233832983], [744.5746828456258, 477.6333837189743], [744.9754769081293, 433.68592476730714]]","[0.8795580267906189, 0.8881953358650208, 0.9623818397521973, 0.5205676555633545, 0.7255524396896362, 0.28208526968955994, 0.9964617490768433, 0.891182541847229, 0.9308426380157471, 0.9668645858764648, 0.9353510737419128, 0.9676319360733032, 0.9881695508956909, 0.9151743054389954, 0.9746949076652527, 0.9203871488571167, 0.7519816160202026]"
572,"[[69.02289909540221, 492.53666781922846], [36.0202399852664, 500.5089120089152], [37.45833081977312, 467.0755603553005], [49.232968796131225, 522.5245425575658], [56.76374098312023, 418.3689303603469], [169.53082665731742, 560.8642490514728], [169.20311546325684, 381.6496605393989], [332.46160019275754, 570.0744541295978], [302.7102158125057, 298.423406062514], [407.83819347204167, 595.4877738405072], [413.74031279807866, 307.38713460675837], [415.27318153824916, 514.613159763756], [418.7343902976014, 413.1011787670081], [621.3379391071409, 482.3843193966806], [587.3324378257574, 416.5875273344049], [760.4852168948152, 477.6135735762747], [738.5825961370801, 410.23654919492003]]","[0.8905165791511536, 0.9053911566734314, 0.9651079177856445, 0.5472491383552551, 0.7140758633613586, 0.2614712119102478, 0.9961917400360107, 0.8677976131439209, 0.9198316931724548, 0.9718937873840332, 0.9201568365097046, 0.968072235584259, 0.9896345734596252, 0.9144604802131653, 0.9757040739059448, 0.8153398036956787, 0.9202704429626465]"
573,"[[68.25587658549465, 493.6950041118421], [35.55174370699151, 500.91755698172096], [34.64985372853834, 464.76207094329396], [49.86764016262321, 520.8756062630831], [53.44990140338277, 418.3443644400419], [142.4590860411178, 526.1154802678304], [171.59904435623525, 382.16048391241776], [295.2165318644324, 575.017342453368], [308.29605448523233, 292.77757836300793], [418.8783085845238, 590.383211893328], [377.50168791482616, 342.7479750345768], [417.2967191130616, 504.4169726212059], [418.74084330159565, 409.24332760167465], [618.9308379195458, 480.04417893989233], [586.5432061483693, 416.1372192966881], [754.2010680797489, 465.21290464264354], [735.0673514410507, 407.1260413941014]]","[0.8980624079704285, 0.9050737023353577, 0.9594084620475769, 0.4922894239425659, 0.731905996799469, 0.5198503732681274, 0.996421217918396, 0.9750557541847229, 0.8910221457481384, 0.9203028678894043, 0.9140832424163818, 0.9918438792228699, 0.9877809286117554, 0.9014006853103638, 0.9737411737442017, 0.7982419729232788, 0.9244011044502258]"
574,"[[39.261619479157204, 494.97446452601673], [36.51641269062841, 509.93831360739387], [38.04622184398563, 473.18058287698113], [50.068791855213256, 521.1919202302631], [52.67638809736385, 419.4398316013756], [169.61075068629066, 515.3343266391298], [174.69485176441282, 379.81103048370215], [334.5729701907136, 564.0075961026279], [306.00038492956827, 291.0688743408787], [394.7763701594153, 600.4742650666306], [414.3447158281193, 301.7670612243944], [423.16799608566043, 505.6991591750149], [419.59601179111837, 408.0671480169707], [615.5851600558259, 486.44534754410887], [588.8528335926145, 415.979249215012], [748.6176000750343, 472.0905022872122], [732.2797064670297, 404.9950485594535]]","[0.9220396876335144, 0.9378765821456909, 0.9667353630065918, 0.44647857546806335, 0.7367362380027771, 0.9596735239028931, 0.9963579177856445, 0.8471735715866089, 0.8626704216003418, 0.9755228757858276, 0.9039513468742371, 0.952671229839325, 0.9866483807563782, 0.9059178829193115, 0.9676176309585571, 0.9180173277854919, 0.9210337400436401]"
575,"[[41.03794976167901, 495.1133910548744], [38.310898936072064, 507.1860763330779], [40.22955118223678, 467.22428463292465], [51.01513796074446, 517.7147678210974], [53.80100906726926, 417.24011288875596], [172.25498953530956, 550.9674335096441], [175.07030385039573, 382.0114325564444], [332.10435130984285, 561.8923409931967], [303.4618002425793, 289.11211479223516], [392.0212051480316, 594.5582931007494], [415.7921602116075, 302.7569726095245], [415.3797560957975, 504.1394700045791], [419.14451428901316, 412.58561567826706], [613.8471100385799, 496.3084010074013], [592.2421944196834, 419.70179799641147], [750.6839195074037, 481.443687329452], [734.1609012138013, 414.0149509849731]]","[0.9303823709487915, 0.9393638968467712, 0.9618239998817444, 0.4476504921913147, 0.7290200591087341, 0.9663219451904297, 0.9966752529144287, 0.8444331288337708, 0.8598155975341797, 0.9724059104919434, 0.9026052355766296, 0.9919471740722656, 0.986090898513794, 0.9177401065826416, 0.9724760055541992, 0.9093484878540039, 0.9240158796310425]"
576,"[[39.89412094825922, 492.8213311154306], [35.28487152277037, 507.53420597058164], [38.196876969448354, 469.4160965184846], [47.29173261065816, 518.9003187845768], [50.554505592168766, 417.8310032894737], [171.44979698713436, 546.9023402455891], [174.71364704398223, 371.1492919921875], [334.8856243754542, 555.8306067069752], [305.39082327554394, 291.531818700179], [410.4331222689429, 590.9368540567644], [408.4492715347645, 300.3794284072219], [424.8763336747192, 499.3939267391223], [416.1535178062528, 376.58220647054424], [622.9173063233842, 484.32607842404303], [600.8684089128361, 410.4899254027736], [768.6244043749432, 462.54554858048], [742.1042347869208, 409.39417058771306]]","[0.9199082851409912, 0.9274777173995972, 0.9466602802276611, 0.4024069905281067, 0.6796244978904724, 0.9690539836883545, 0.994403600692749, 0.815388560295105, 0.8228940367698669, 0.9488945007324219, 0.8558478355407715, 0.9925680160522461, 0.7833054065704346, 0.8855551481246948, 0.9729393720626831, 0.7683701515197754, 0.8992806077003479]"
577,"[[73.49801484928575, 485.4360596871262], [36.12520759050236, 479.42843131471477], [36.30568384569745, 439.37695662941087], [56.29618320908658, 505.94506076648474], [37.5226278083269, 416.7779307388233], [148.29679657692134, 510.13473437733626], [175.87427760279456, 371.0333222749701], [306.8755582432414, 545.6575676584928], [314.3565558500068, 293.569861370981], [392.2155448115149, 569.9134118477123], [376.06900135306427, 338.32564212488785], [416.82215326331385, 496.2068125163539], [423.59816165996153, 391.4773404883426], [614.8778695616611, 481.7208643279007], [593.706021685933, 407.41010309976826], [767.0765652323878, 482.2497989344255], [741.7722046624783, 399.3257506156082]]","[0.9566155076026917, 0.9333902597427368, 0.9601407647132874, 0.45570433139801025, 0.7571845054626465, 0.5048428773880005, 0.9961079955101013, 0.9765346050262451, 0.8139126300811768, 0.9688670635223389, 0.911520779132843, 0.9932311773300171, 0.9884271621704102, 0.9040477275848389, 0.9748181700706482, 0.8021709322929382, 0.9119680523872375]"
578,"[[77.70590254317882, 487.9905824798146], [37.10148505277412, 485.10250474847675], [38.06131034673646, 444.88804575358853], [58.102545627327856, 507.033012426641], [71.49680887266648, 436.04781593432267], [152.15165550764218, 509.9306170449873], [172.19462292693382, 376.132429935145], [296.5066445151041, 550.2975858113412], [301.2576002076615, 294.02406222512275], [396.21755679818085, 570.4505737888755], [406.41094740047015, 305.3539484197443], [410.14715325555136, 498.1391738818593], [415.47932021562445, 397.46824784712356], [603.1228630154632, 485.0552178341806], [585.0289516005405, 410.69990240215685], [747.4084830173226, 470.60349167819226], [735.2268412612206, 403.7258115339507]]","[0.9409786462783813, 0.9418990612030029, 0.9706616401672363, 0.4569184482097626, 0.8058726787567139, 0.49678102135658264, 0.9963397979736328, 0.9722248315811157, 0.8901085257530212, 0.9656383991241455, 0.92542564868927, 0.9939613342285156, 0.991258978843689, 0.9050954580307007, 0.9744428396224976, 0.9325836896896362, 0.9288069009780884]"
579,"[[41.505841366080354, 478.21469539660586], [43.410938839579735, 497.66615872177783], [43.38664165762968, 452.7817838385915], [56.31484621624614, 511.82792554061376], [72.46953387593115, 436.3793740888532], [172.44754037191703, 540.3850646680622], [175.4766698881637, 368.8452206844348], [307.4128779034282, 570.2296031605114], [299.7418276764626, 291.97852595571123], [407.65447496813397, 561.0193309145111], [398.65771821487783, 313.8578905899559], [416.5584627029508, 498.5417204496393], [400.3409743863483, 370.72398208545155], [594.1718378732371, 488.18795090086724], [575.1654042975847, 406.73390073639354], [746.6378631702689, 477.6459981379897], [747.8817285049794, 424.25965523605714]]","[0.9719681739807129, 0.9451160430908203, 0.9406390190124512, 0.40833649039268494, 0.7837429046630859, 0.9764235019683838, 0.9957935214042664, 0.7038654088973999, 0.8804339170455933, 0.9599559903144836, 0.9172030091285706, 0.9940346479415894, 0.8202980756759644, 0.8923633098602295, 0.6733811497688293, 0.9333138465881348, 0.758186936378479]"
580,"[[39.874462748682774, 468.63657390101673], [48.757575456486194, 491.34384502064097], [46.60038881523665, 444.300551711087], [56.04675208690555, 487.7426012395101], [72.22846425965776, 429.95533628326854], [171.93472023897394, 534.1447748065565], [176.903545911922, 361.56245619486396], [321.75683185666105, 539.1245631167764], [302.10951011125434, 291.17651524155906], [413.3721333326296, 558.9168450022428], [399.4766544963038, 310.419632761102], [425.7217433341714, 495.6936397278708], [403.8451019996821, 364.4539310145036], [601.1264188455981, 476.6200891522129], [580.3812266505042, 399.06492972488036], [739.7465268260864, 475.7998744836835], [749.1758691654649, 423.1125914651241]]","[0.9777995347976685, 0.9579989314079285, 0.9418689608573914, 0.5999724268913269, 0.7686822414398193, 0.9777703285217285, 0.9951833486557007, 0.8588770627975464, 0.8845860362052917, 0.9618756175041199, 0.9403120279312134, 0.9265944957733154, 0.8810694217681885, 0.8868100047111511, 0.7984358072280884, 0.9407423734664917, 0.7841823101043701]"
581,"[[76.69049764233966, 476.6560560892643], [32.782450742499776, 470.8429991799679], [34.29727847077126, 428.6111786034689], [60.93992109076922, 485.8268285139896], [70.57779276648233, 428.18219198564594], [161.41116510435592, 500.95455114921316], [171.57845710044683, 358.5223768316388], [311.2669557970624, 565.1605896288128], [308.6281212207883, 287.2123959189967], [418.8787746873013, 568.9084183542352], [409.7311360558798, 319.06832608309657], [421.51074566397557, 492.10066653895035], [401.4930198358935, 362.11116224955146], [595.75177512058, 479.5735716021232], [578.317751862282, 393.9665375485945], [735.4487774372101, 469.0149451442883], [747.1827695979629, 414.08935546875]]","[0.9656213521957397, 0.9419523477554321, 0.9547362923622131, 0.48664233088493347, 0.7641820907592773, 0.48567935824394226, 0.9952600002288818, 0.8008104562759399, 0.8937206864356995, 0.9225053787231445, 0.9436244368553162, 0.9179958701133728, 0.9075839519500732, 0.894325852394104, 0.8485759496688843, 0.9414632320404053, 0.8115930557250977]"
582,"[[50.11118201322334, 454.082305762186], [61.095549028973245, 472.3532644755532], [56.558107775311136, 424.9202746523624], [65.38470237199651, 481.0208575235029], [74.22528635069382, 424.1822106758373], [174.45451594507972, 522.6539341684734], [174.2414376902026, 352.86032936789775], [323.5321039599042, 535.4635225870962], [320.82870785025665, 291.85240220795407], [414.62927865982056, 545.9683271344198], [377.6921727823657, 344.2751710152512], [429.3056386903275, 490.92295085414173], [404.87813534847527, 357.8870388195275], [593.8593348569649, 478.4846343264055], [575.0151554373808, 391.7458157334031], [737.1970777788828, 475.7062410053454], [734.0298365770385, 384.22521782833996]]","[0.9844614267349243, 0.9548107981681824, 0.9193208813667297, 0.47139832377433777, 0.7293076515197754, 0.975312352180481, 0.9940958023071289, 0.8570535182952881, 0.8547472953796387, 0.9678303599357605, 0.9124124646186829, 0.8932849168777466, 0.8918536901473999, 0.8835339546203613, 0.8221267461776733, 0.9320282340049744, 0.9226048588752747]"
583,"[[49.51747415232104, 455.96631209816087], [58.71630220634993, 473.80482358795604], [54.07112822421762, 422.29318135092706], [65.5018705323685, 478.6487342067883], [74.5566161399664, 419.46988192471593], [173.27370754508087, 525.2988999654232], [179.34505524746208, 351.9625314228843], [330.3427977451058, 537.6618395353619], [331.1617907147075, 287.74031497645035], [418.1633758156799, 545.0441205330443], [392.1166743345039, 342.5476045015326], [434.24693123129913, 490.9067663165371], [412.2053009299345, 356.63075424267345], [600.6899450878765, 482.3376640064294], [582.8314407703489, 386.47727272727275], [743.2441952228546, 472.7572880065042], [738.8543271671895, 378.7615441135242]]","[0.9828072786331177, 0.9480535984039307, 0.9188252687454224, 0.3880153298377991, 0.6884316205978394, 0.9703468084335327, 0.9933784008026123, 0.8385831117630005, 0.779935359954834, 0.9617209434509277, 0.908149242401123, 0.8794019222259521, 0.8888471126556396, 0.8843622207641602, 0.866111159324646, 0.924293041229248, 0.9158493280410767]"
